mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.0,"84 km NNW of Ternate, Indonesia",1621646714681,1622339418040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ef63,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ef63&format=geojson,,,,,reviewed,0,246,us,6000ef63,",us6000ef63,",",us,",",origin,phase-data,",,0.771,0.86,157.0,mb,earthquake,"M 4.0 - 84 km NNW of Ternate, Indonesia"
3.51,"93 km NNW of San Antonio, Puerto Rico",1621646557390,1621650444317,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021142001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021142001&format=geojson,,,,,reviewed,0,190,pr,2021142001,",us7000e57u,pr2021142001,",",us,pr,",",origin,phase-data,",19.0,0.8685,0.41,303.0,md,earthquake,"M 3.5 - 93 km NNW of San Antonio, Puerto Rico"
2.51,"25 km N of Pāhala, Hawaii",1621645229100,1622172951785,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72479652,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72479652&format=geojson,1.0,2.2,,,reviewed,0,97,hv,72479652,",hv72479652,us7000e57s,",",hv,us,",",dyfi,origin,phase-data,",51.0,,0.1,41.0,ml,earthquake,"M 2.5 - 25 km N of Pāhala, Hawaii"
0.36,"6km WNW of Cobb, CA",1621644668350,1621647012044,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565495&format=geojson,,,,,automatic,0,2,nc,73565495,",nc73565495,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.006008,0.02,79.0,md,earthquake,"M 0.4 - 6km WNW of Cobb, CA"
0.47,"4km W of Cobb, CA",1621644375180,1621646351991,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565490&format=geojson,,,,,automatic,0,3,nc,73565490,",nc73565490,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.008831,0.01,112.0,md,earthquake,"M 0.5 - 4km W of Cobb, CA"
4.4,"26 km ENE of Taungdwingyi, Myanmar",1621643911888,1622261215040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e57r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e57r&format=geojson,,,,,reviewed,0,298,us,7000e57r,",us7000e57r,",",us,",",origin,phase-data,",,0.457,0.55,68.0,mb,earthquake,"M 4.4 - 26 km ENE of Taungdwingyi, Myanmar"
2.4,"42 km ENE of Susitna North, Alaska",1621643911101,1621647520040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216iujhqt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216iujhqt&format=geojson,,,,,automatic,0,89,ak,0216iujhqt,",us7000e57n,ak0216iujhqt,",",us,ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 2.4 - 42 km ENE of Susitna North, Alaska"
0.25,"7km NW of The Geysers, CA",1621643542330,1621645092883,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565485,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565485&format=geojson,,,,,automatic,0,1,nc,73565485,",nc73565485,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.002352,0.01,105.0,md,earthquake,"M 0.3 - 7km NW of The Geysers, CA"
0.84,"7km NW of The Geysers, CA",1621643355440,1621644434822,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565480,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565480&format=geojson,,,,,automatic,0,11,nc,73565480,",nc73565480,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01795,0.01,59.0,md,earthquake,"M 0.8 - 7km NW of The Geysers, CA"
2.47,"11km WSW of Toms Place, CA",1621642989170,1621900034719,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565475,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565475&format=geojson,1.0,2.0,,,reviewed,0,94,nc,73565475,",nc73565475,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",27.0,0.06174,0.06,102.0,md,earthquake,"M 2.5 - 11km WSW of Toms Place, CA"
0.85,"8km NW of The Geysers, CA",1621642711180,1621643713818,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565470,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565470&format=geojson,,,,,automatic,0,11,nc,73565470,",nc73565470,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.008271,0.01,61.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
3.9,"55 km SSE of Atka, Alaska",1621642461667,1621740487040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e59d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e59d&format=geojson,,,,,reviewed,0,234,us,7000e59d,",ak0216iuec0l,us7000e59d,",",ak,us,",",origin,phase-data,",,0.554,0.26,285.0,mb,earthquake,"M 3.9 - 55 km SSE of Atka, Alaska"
1.6,"27 km SSE of Silver Peak, Nevada",1621642402757,1621642884719,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807767&format=geojson,,,,,automatic,0,39,nn,00807767,",nn00807767,",",nn,",",origin,phase-data,",16.0,0.221,0.2233,117.08,ml,earthquake,"M 1.6 - 27 km SSE of Silver Peak, Nevada"
2.5,Puerto Rico region,1621641924740,1621643818461,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021142000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021142000&format=geojson,,,,,reviewed,0,96,pr,2021142000,",pr2021142000,",",pr,",",origin,phase-data,",9.0,0.2415,0.1,214.0,md,earthquake,M 2.5 - Puerto Rico region
0.85,"64 km ESE of West Yellowstone, Montana",1621641823040,1621866484250,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60437337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60437337&format=geojson,,,,,reviewed,0,11,uu,60437337,",uu60437337,",",uu,",",origin,phase-data,",10.0,0.0989,0.07,148.0,md,earthquake,"M 0.9 - 64 km ESE of West Yellowstone, Montana"
1.76999998,"8 km ESE of Pāhala, Hawaii",1621641672570,1621641852720,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72479527,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72479527&format=geojson,,,,,automatic,0,48,hv,72479527,",hv72479527,",",hv,",",origin,phase-data,",33.0,,0.109999999,173.0,md,earthquake,"M 1.8 - 8 km ESE of Pāhala, Hawaii"
1.7,"42 km ENE of Susitna North, Alaska",1621641665117,1621642716650,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216iubi8f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216iubi8f&format=geojson,,,,,automatic,0,44,ak,0216iubi8f,",ak0216iubi8f,",",ak,",",origin,",,,0.48,,ml,earthquake,"M 1.7 - 42 km ENE of Susitna North, Alaska"
5.2,"73 km SE of Pondaguitan, Philippines",1621641376899,1622261072040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e57i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e57i&format=geojson,,,,,reviewed,0,416,us,7000e57i,",us7000e57i,",",us,",",origin,phase-data,",,5.131,0.78,63.0,mb,earthquake,"M 5.2 - 73 km SE of Pondaguitan, Philippines"
4.4,"10 km NNW of Pāveh, Iran",1621641042173,1622260854595,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e57h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e57h&format=geojson,4.0,4.5,,,reviewed,0,300,us,7000e57h,",us7000e57h,",",us,",",dyfi,origin,phase-data,",,0.858,0.66,95.0,mb,earthquake,"M 4.4 - 10 km NNW of Pāveh, Iran"
1.51,"15 km SE of Kanarraville, Utah",1621639736300,1621865066470,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60437317,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60437317&format=geojson,,,,,reviewed,0,35,uu,60437317,",uu60437317,",",uu,",",origin,phase-data,",7.0,0.07732,0.11,164.0,ml,earthquake,"M 1.5 - 15 km SE of Kanarraville, Utah"
1.4,"15 km ENE of Fox, Alaska",1621639596841,1621639880023,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216hkmk02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216hkmk02&format=geojson,,,,,automatic,0,30,ak,0216hkmk02,",ak0216hkmk02,",",ak,",",origin,",,,0.5,,ml,earthquake,"M 1.4 - 15 km ENE of Fox, Alaska"
0.84,"18km ESE of Little Lake, CA",1621638970700,1621640289237,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39899304,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39899304&format=geojson,,,,,reviewed,0,11,ci,39899304,",ci39899304,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.09171,0.07,65.0,ml,earthquake,"M 0.8 - 18km ESE of Little Lake, CA"
0.7,"2km W of Cobb, CA",1621638309340,1621641313118,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565460,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565460&format=geojson,,,,,automatic,0,8,nc,73565460,",nc73565460,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.02436,0.02,150.0,md,earthquake,"M 0.7 - 2km W of Cobb, CA"
0.42,"8km WSW of Anza, CA",1621637707950,1621640106612,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39899296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39899296&format=geojson,,,,,reviewed,0,3,ci,39899296,",ci39899296,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.04357,0.06,157.0,ml,earthquake,"M 0.4 - 8km WSW of Anza, CA"
0.85,"6km WNW of Cobb, CA",1621636757130,1621640052911,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565455,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565455&format=geojson,,,,,automatic,0,11,nc,73565455,",nc73565455,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.00458,0.01,78.0,md,earthquake,"M 0.9 - 6km WNW of Cobb, CA"
4.5,"269 km SSE of Alo, Wallis and Futuna",1621636394106,1622351703123,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ef42,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ef42&format=geojson,1.0,0.0,,,reviewed,0,312,us,6000ef42,",us6000ef42,",",us,",",dyfi,origin,phase-data,",,2.428,1.09,116.0,mb,earthquake,"M 4.5 - 269 km SSE of Alo, Wallis and Futuna"
1.18,"8 km SSE of McCord, Oklahoma",1621636292119,1621874392263,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jxmw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jxmw&format=geojson,,,,,reviewed,0,21,ok,2021jxmw,",ok2021jxmw,",",ok,",",origin,phase-data,",48.0,0.05938834598,0.3,103.0,ml,earthquake,"M 1.2 - 8 km SSE of McCord, Oklahoma"
1.36,"4 km ESE of Jefferson, Oklahoma",1621635941140,1621869340739,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jxmv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jxmv&format=geojson,,,,,reviewed,0,28,ok,2021jxmv,",ok2021jxmv,",",ok,",",origin,phase-data,",14.0,0.1682669803,0.23,109.0,ml,earthquake,"M 1.4 - 4 km ESE of Jefferson, Oklahoma"
5.5,"40 km SW of Jiquilillo, Nicaragua",1621635591287,1622260867965,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e57b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e57b&format=geojson,15.0,4.7,4.005,green,reviewed,0,472,us,7000e57b,",us7000e57b,usauto7000e57b,",",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",,0.686,1.14,38.0,mwr,earthquake,"M 5.5 - 40 km SW of Jiquilillo, Nicaragua"
1.7,"41 km ENE of Susitna North, Alaska",1621635529640,1621635712108,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216hjzfno,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216hjzfno&format=geojson,,,,,automatic,0,44,ak,0216hjzfno,",ak0216hjzfno,",",ak,",",origin,",,,0.83,,ml,earthquake,"M 1.7 - 41 km ENE of Susitna North, Alaska"
-0.3,"83 km W of Adak, Alaska",1621635424970,1621646383490,,https://earthquake.usgs.gov/earthquakes/eventpage/av91027863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91027863&format=geojson,,,,,reviewed,0,0,av,91027863,",av91027863,",",av,",",origin,phase-data,",4.0,,0.21,235.0,ml,earthquake,"M -0.3 - 83 km W of Adak, Alaska"
1.6,"8km W of Calipatria, CA",1621635281940,1621639608909,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39899272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39899272&format=geojson,,,,,reviewed,0,39,ci,39899272,",ci39899272,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01959,0.13,94.0,ml,earthquake,"M 1.6 - 8km W of Calipatria, CA"
6.5,"265 km SSE of Alo, Wallis and Futuna",1621635198379,1622260530242,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e579,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e579&format=geojson,139.0,3.8,6.574,green,reviewed,1,703,us,7000e579,",us7000e579,pt21141002,usauto7000e579,at00qth9qi,",",us,pt,usauto,at,",",dyfi,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,4.518,0.96,44.0,mww,earthquake,"M 6.5 - 265 km SSE of Alo, Wallis and Futuna"
1.84,"4km NW of The Geysers, CA",1621634842420,1621894091716,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565445,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565445&format=geojson,,,,,reviewed,0,52,nc,73565445,",nc73565445,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.003928,0.04,39.0,md,earthquake,"M 1.8 - 4km NW of The Geysers, CA"
1.04,"3 km N of Cushing, Oklahoma",1621634763700,1621885189412,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jxme,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jxme&format=geojson,,,,,reviewed,0,17,ok,2021jxme,",ok2021jxme,",",ok,",",origin,phase-data,",46.0,0.03959223065,0.33,110.0,ml,earthquake,"M 1.0 - 3 km N of Cushing, Oklahoma"
1.4,"34 km ENE of Lee Vining, California",1621634487633,1621636569681,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807747,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807747&format=geojson,,,,,reviewed,0,30,nn,00807747,",nn00807747,",",nn,",",origin,phase-data,",19.0,0.273,0.1266,110.8,ml,earthquake,"M 1.4 - 34 km ENE of Lee Vining, California"
4.6,"Southern Qinghai, China",1621634376844,1622259702040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e576&format=geojson,,,,,reviewed,0,326,us,7000e576,",us7000e576,",",us,",",origin,phase-data,",,10.611,0.46,105.0,mb,earthquake,"M 4.6 - Southern Qinghai, China"
0.85,"8km W of Cobb, CA",1621633769410,1621634721436,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565440,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565440&format=geojson,,,,,automatic,0,11,nc,73565440,",nc73565440,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",5.0,0.01048,0.01,114.0,md,earthquake,"M 0.9 - 8km W of Cobb, CA"
1.69,"2 km SE of Pāhala, Hawaii",1621633064310,1621642761400,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72479262,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72479262&format=geojson,,,,,reviewed,0,44,hv,72479262,",hv72479262,",",hv,",",origin,phase-data,",16.0,,0.1,125.0,md,earthquake,"M 1.7 - 2 km SE of Pāhala, Hawaii"
1.69,"17km SE of Bodfish, CA",1621633050750,1621636551150,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39899224,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39899224&format=geojson,,,,,reviewed,0,44,ci,39899224,",ci39899224,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",31.0,0.1643,0.15,59.0,ml,earthquake,"M 1.7 - 17km SE of Bodfish, CA"
1.73,"6 km NNE of Loyal, Oklahoma",1621633003240,1621876727898,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jxlf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jxlf&format=geojson,,,,,reviewed,0,46,ok,2021jxlf,",ok2021jxlf,",",ok,",",origin,phase-data,",63.0,0.1133777514,0.17,38.0,ml,earthquake,"M 1.7 - 6 km NNE of Loyal, Oklahoma"
1.68,"45km NE of Holtville, CA",1621632621660,1621639377887,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39899216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39899216&format=geojson,,,,,reviewed,0,43,ci,39899216,",ci39899216,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.09868,0.23,85.0,ml,quarry blast,"M 1.7 Quarry Blast - 45km NE of Holtville, CA"
1.66,"15km S of Searles Valley, CA",1621632477150,1621635100950,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39899208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39899208&format=geojson,,,,,reviewed,0,42,ci,39899208,",ci39899208,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",26.0,0.0542,0.12,123.0,ml,earthquake,"M 1.7 - 15km S of Searles Valley, CA"
1.34,"14 km S of Leavenworth, Washington",1621632399050,1621795806760,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61734401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61734401&format=geojson,,,,,reviewed,0,28,uw,61734401,",uw61734401,",",uw,",",origin,phase-data,",7.0,0.2089,0.1,159.0,ml,explosion,"M 1.3 Explosion - 14 km S of Leavenworth, Washington"
1.75999999,"4 km E of Pāhala, Hawaii",1621632259010,1621632439160,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72479237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72479237&format=geojson,,,,,automatic,0,48,hv,72479237,",hv72479237,",",hv,",",origin,phase-data,",36.0,,0.100000001,134.0,md,earthquake,"M 1.8 - 4 km E of Pāhala, Hawaii"
1.5,"15 km SSE of Sunnyside, Utah",1621632066760,1621868179500,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60437212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60437212&format=geojson,,,,,reviewed,0,35,uu,60437212,",uu60437212,",",uu,",",origin,phase-data,",5.0,0.00182,0.06,131.0,md,earthquake,"M 1.5 - 15 km SSE of Sunnyside, Utah"
0.36,"8km WNW of Cobb, CA",1621631632480,1621632796254,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565430,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565430&format=geojson,,,,,automatic,0,2,nc,73565430,",nc73565430,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01396,0.01,60.0,md,earthquake,"M 0.4 - 8km WNW of Cobb, CA"
1.18,"8km WNW of Cobb, CA",1621631606930,1621643894360,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565425,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565425&format=geojson,,,,,automatic,0,21,nc,73565425,",nc73565425,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01279,0.03,59.0,md,earthquake,"M 1.2 - 8km WNW of Cobb, CA"
1.9,"22 km NE of Point Possession, Alaska",1621631490326,1621631765138,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216hjcgjs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216hjcgjs&format=geojson,,,,,automatic,0,56,ak,0216hjcgjs,",ak0216hjcgjs,",",ak,",",origin,",,,0.34,,ml,earthquake,"M 1.9 - 22 km NE of Point Possession, Alaska"
0.89,"8 km SSE of McCord, Oklahoma",1621630601590,1621879379393,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jxjx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jxjx&format=geojson,,,,,reviewed,0,12,ok,2021jxjx,",ok2021jxjx,",",ok,",",origin,phase-data,",21.0,0.04319152435,0.35,99.0,ml,earthquake,"M 0.9 - 8 km SSE of McCord, Oklahoma"
2.8,"15 km NNW of Midland, Texas",1621630374249,1621865379569,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jxjt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jxjt&format=geojson,9.0,2.8,,,reviewed,0,123,tx,2021jxjt,",tx2021jxjt,us7000e56n,",",tx,us,",",dyfi,origin,phase-data,",31.0,0.01397866897,0.2,42.0,ml,earthquake,"M 2.8 - 15 km NNW of Midland, Texas"
0.68,"4km SE of The Geysers, CA",1621630227930,1621890132365,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73565415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73565415&format=geojson,,,,,reviewed,0,7,nc,73565415,",nc73565415,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01246,0.07,130.0,md,earthquake,"M 0.7 - 4km SE of The Geysers, CA"
2.02,"4 km S of Pāhala, Hawaii",1621629651600,1621629981340,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72479207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72479207&format=geojson,,,,,automatic,0,63,hv,72479207,",hv72479207,",",hv,",",origin,phase-data,",43.0,,0.159999996,161.0,ml,earthquake,"M 2.0 - 4 km S of Pāhala, Hawaii"
3.1,"4 km ENE of Girdwood, Alaska",1621629432795,1621825326366,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216hiwk52,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216hiwk52&format=geojson,43.0,3.2,3.278,,reviewed,0,162,ak,0216hiwk52,",ak0216hiwk52,us7000e56h,",",ak,us,",",dyfi,origin,phase-data,shakemap,",,,0.55,,ml,earthquake,"M 3.1 - 4 km ENE of Girdwood, Alaska"
-0.9,"63 km ENE of Pedro Bay, Alaska",1621628933450,1621638984110,,https://earthquake.usgs.gov/earthquakes/eventpage/av91248561,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91248561&format=geojson,,,,,reviewed,0,0,av,91248561,",av91248561,",",av,",",origin,phase-data,",4.0,,0.07,180.0,ml,earthquake,"M -0.9 - 63 km ENE of Pedro Bay, Alaska"
